SUSY,lepton 1 pT,lepton 1 eta,lepton 1 phi,lepton 2 pT,lepton 2 eta,lepton 2 phi,missing energy magnitude,missing energy phi,MET_rel,axial MET,M_R,M_TR_2,R,MT2,S_R,M_Delta_R,dPhi_r_b,cos(theta_r1)
0.0,0.7072581052780151,0.6131593585014344,-0.7633536458015443,1.0108135938644407,1.67210066318512,1.54431414604187,0.3426413238048553,0.2869439423084259,0.5143468976020813,-0.0079995049163699,0.8328003883361816,0.6462172269821167,0.6885806918144225,1.159058690071106,0.8074854016304015,0.890079915523529,0.2727180123329162,0.0146308997645974
0.0,0.4937452077865601,-1.745581030845642,-0.640967607498169,0.5761610269546508,-0.5144768357276917,-0.6297879219055176,0.5858405232429504,0.8740382790565491,0.8794188499450682,-0.2217007875442505,0.5539438128471376,0.7704219222068786,1.234179854393005,1.6711711883544922,0.5115889310836792,1.2555313110351562,0.5215924978256224,0.1582220047712326
1.0,1.3054134845733645,0.2838199734687805,-1.1491543054580688,0.5072165131568908,-0.1941614300012588,1.3139927387237549,0.6598323583602904,0.6195926666259766,0.5349217653274536,-0.3202984035015107,0.8619707822799682,1.0856021642684937,1.117619514465332,1.1999409198760986,0.7547780275344848,0.9844586849212646,0.2358917742967605,0.6016309857368468
1.0,0.8097153306007386,-0.3583029806613922,-0.4971718788146973,0.7876746654510497,0.027418864890933,1.201305270195007,0.7905557751655578,-0.8619232773780823,0.7402867078781128,0.8905254006385804,0.6847708225250244,0.7176397442817688,0.9299892783164976,0.3412248194217682,0.6838286519050598,0.4927410483360291,1.2838294506072998,0.1158509999513626
0.0,0.91285240650177,1.797455072402954,-1.3601645231246948,0.4967225790023804,1.1996444463729858,0.6274617314338684,1.2064523696899416,-1.3629828691482544,0.0337912701070308,1.5091208219528198,0.6595445275306702,0.6525703072547913,0.8780101537704467,0.0,0.580893874168396,0.1433789432048798,1.4384920597076416,0.2308209985494614
1.0,0.3605953156948089,-0.5769151449203492,0.6491413116455078,0.445669412612915,-0.4124625325202941,1.6114926338195803,0.6358631253242493,-1.0658187866210935,0.9438664317131042,-0.1849697083234787,0.3285081982612609,0.6172719597816467,1.6674239635467527,1.0483006238937378,0.3697469532489777,0.7847145795822144,1.1636540889739992,0.4784510135650634
0.0,1.5800925493240356,1.887239336967468,-0.8877607583999634,2.130681037902832,-0.3874301910400391,0.9704926013946532,0.4936944544315338,-1.3887962102890017,0.5900224447250367,0.798355221748352,3.0709195137023926,0.8685228824615479,0.2509738504886627,0.0,3.073671102523804,0.138051375746727,1.168315291404724,0.0011707700323313
0.0,0.624502956867218,-0.8224021196365356,0.6134741306304932,0.654650092124939,0.7382611036300659,-0.951745331287384,0.7135868668556212,0.3919537067413329,0.4299577176570892,1.0332908630371092,0.7687321901321411,0.5758563280105591,0.6647443771362305,0.0,0.7681370377540592,0.341735988855362,1.583011507987976,0.0992691963911056
0.0,1.4065594673156738,-0.8138104677200317,1.2821824550628662,1.2627965211868286,0.8377932906150821,-0.1848918348550796,0.6126499176025391,-0.8211309909820557,0.8448809981346129,-0.2814615070819855,1.6835892200469968,1.0704054832458496,0.5641930103302002,1.190735936164856,1.6803352832794187,1.136244654655456,0.4640187323093414,0.1172790005803108
1.0,1.8350518941879272,-0.7235594987869262,0.4500263929367065,0.5680157542228698,-0.392528772354126,-0.7691136002540592,2.7985987663269043,-1.323785662651062,3.5737500190734863,-2.4866375923156734,1.1475273370742796,2.6029114723205566,2.0128524303436284,2.1552860736846924,1.4270057678222656,1.6970592737197876,1.52986478805542,0.8240770101547241
1.0,2.2047150135040283,-1.107285737991333,1.5948319435119631,3.5260412693023686,-1.6046940088272093,-0.1031089052557945,0.5122716426849364,-1.1450191736221311,0.742626428604126,0.0179768968373537,2.3624193668365474,1.19512939453125,0.4489243626594544,0.6562169790267944,2.376209497451782,0.6023448705673217,1.329143524169922,0.0058327498845756
0.0,0.588749885559082,-0.0644558891654014,-1.291657328605652,0.5615826845169068,-0.2171210795640945,0.5137844681739808,0.3590704202651977,-1.5820891857147217,0.2769874930381774,0.6519510746002196,0.4844976663589477,0.3929936885833739,0.7197964191436768,0.0,0.468871533870697,0.144437775015831,1.2241319417953491,0.0377193987369537
1.0,1.1539962291717527,-0.5384324789047241,1.3590277433395384,1.858599543571472,-1.2151626348495486,-0.2085152566432953,1.0789283514022827,-0.0489003770053386,0.4432669281959533,0.6208258867263794,1.285933256149292,1.215168833732605,0.8385623693466187,0.0,1.3118115663528442,0.4051438868045808,1.311431407928467,0.2065140008926392
1.0,0.8677714467048645,-0.2392498701810837,-1.3597115278244016,0.7852895259857178,0.7883645296096801,1.2213737964630127,0.8140073418617249,0.5579035282135009,1.1446632146835327,-0.2410126775503158,0.8250550031661988,1.0139776468276975,1.09058940410614,1.5038764476776123,0.7943904399871826,1.2615340948104858,0.7525804638862611,0.3530009984970093
0.0,0.424096405506134,-1.7989873886108396,1.2085453271865845,0.4953061342239379,-1.803759813308716,0.2395613789558409,1.0338119268417358,-1.372923016548157,0.5493348836898804,-0.3426979482173919,0.3759140372276306,0.8156593441963197,1.9254736900329588,1.5609307289123535,0.4632197916507721,1.204431653022766,1.2340165376663208,0.1594340056180954
0.0,0.8917817473411559,0.7880087494850158,-0.4877556264400481,1.2696709632873535,0.5448547601699828,0.9965678453445432,0.6195641160011292,-0.9024121165275572,0.6434304118156433,0.198866531252861,0.8693166375160218,0.8214972019195556,0.8385786414146422,0.8684623837471008,0.8767636418342591,0.648118019104004,1.0663030147552488,0.1293119937181472
0.0,0.9366551041603088,1.3151831626892088,1.2484534978866575,1.4771795272827148,1.914581537246704,-0.0367146469652652,0.4653275012969971,-1.0243972539901731,0.6985139846801757,-0.1487920135259628,1.0181853771209717,0.8634659647941588,0.7525511980056762,1.4236228466033936,1.0033816099166872,1.0734952688217163,0.1493168771266937,0.0386658012866973
1.0,0.7461187243461609,-0.1686787456274032,0.1069440022110939,0.4890316128730774,-0.9019081592559814,-0.5718293786048889,1.9103294610977168,-0.4303580224514009,0.6931773424148558,1.8189291954040527,0.5872825980186464,0.6437606811523438,0.9727339148521424,0.0,0.4562578499317169,0.6405511498451233,1.1456177234649658,0.4858849942684173
0.0,1.508978486061096,0.3963492810726166,0.3924829065799713,0.9261871576309204,-1.5719803571701048,-0.7150473594665527,0.9141621589660645,-1.7023966312408447,1.372270107269287,-0.5629045367240906,1.7842402458190914,1.3969143629074097,0.6947570443153381,2.159423351287842,1.753246545791626,1.9115277528762813,0.3900075554847717,0.1416690051555633
1.0,1.7353315353393557,0.2654678821563721,1.5721251964569092,0.4587198793888092,-0.9097096323966982,0.5481770038604737,0.7206230163574218,1.0308936834335327,0.8219578266143798,0.8024132847785947,1.1881327629089355,0.6338365077972412,0.4734001457691194,0.0,0.8590964674949646,0.5442011356353761,0.4280016124248505,0.3067409992218017
1.0,0.9837946891784672,0.4920140504837036,-0.7415137887001036,0.720748782157898,-0.4658241569995879,0.9806841611862182,1.308351755142212,-0.306140959262848,1.3754775524139404,1.2708810567855835,0.8462600708007811,0.913981318473816,0.9584085941314696,0.0,0.8407508730888366,0.8509992957115173,1.2782716751098635,0.0900928005576133
0.0,0.4907445609569549,1.1334954500198364,1.6792094707489011,0.4783426821231841,0.1383002549409866,-0.7976733446121216,0.6172540187835693,1.0044898986816408,0.8742550015449524,0.170348972082138,0.4733556807041169,0.5913363695144653,1.1085709333419802,1.0847045183181765,0.4641355872154236,0.8131957054138182,0.9394754767417908,0.0953764021396636
1.0,1.1187472343444824,-1.4811893701553345,1.1271939277648924,0.5903836488723754,-0.2652423977851868,-0.0057573486119508,3.4971852302551274,-0.4628439545631408,3.909286975860596,-2.6538178920745854,0.924220860004425,2.2662370204925537,2.1759400367736816,2.0561292171478267,1.3277775049209597,2.409628629684448,1.422968506813049,0.7283409833908082
1.0,0.8624767065048218,-0.123118907213211,0.7265830636024475,0.684293270111084,-1.8351305723190308,1.3012503385543823,1.1374363899230957,-1.313332319259643,1.706326603889465,-0.4088768362998962,1.0151550769805908,1.1948189735412595,1.0444450378417969,2.0403547286987305,1.0061824321746826,1.7538168430328367,0.8726646304130554,0.2474019974470138
0.0,1.1245601177215576,1.3787813186645506,-0.8987386822700499,0.724134624004364,0.1160433143377304,0.5469099879264832,0.3077490627765655,0.5515929460525513,0.0014149481430649,0.1021994352340698,1.0097138881683347,0.6391537785530089,0.5617217421531677,0.0,0.9659985303878782,0.5738481283187866,0.3404413163661957,0.2233009934425354
1.0,0.5064441561698912,2.0501580238342285,1.3225764036178589,0.724166750907898,0.6161103844642639,-1.190778732299805,0.3668932914733887,0.6917284727096558,0.021720390766859,0.188827946782112,0.674807608127594,0.5163483023643493,0.6790154576301576,0.8918919563293458,0.6362550258636475,0.7217716574668883,0.5932214260101318,0.0679425969719886
0.0,0.7584307193756102,-1.5782728195190427,-1.299614667892456,1.2193485498428345,-1.2625895738601682,0.569597065448761,0.237280398607254,-1.3672547340393064,0.0483090132474899,0.418673038482666,0.7871601581573486,0.459317147731781,0.5178048014640808,0.0,0.7869204878807068,0.1052710190415382,0.9953579902648924,0.0728001967072486
1.0,1.2757633924484253,-1.4726120233535769,1.5076879262924197,1.2761447429656985,-1.056109309196472,0.0739776492118835,1.1639459133148191,-1.1226884126663208,0.0476500540971756,-0.2394361943006516,1.0914176702499392,1.3259487152099607,1.0780831575393677,1.88930094242096,1.1231881380081177,1.5205388069152832,1.0881088972091677,0.0612912997603416
0.0,0.6922523379325866,0.507123589515686,0.899827480316162,1.0756694078445437,0.6269122362136841,-0.7510657310485839,0.2089340090751648,0.9835500717163086,0.0438580624759197,0.4021461308002472,0.6985834836959839,0.4122657179832457,0.5236902832984924,0.1024036481976509,0.7008574604988097,0.1028932482004165,1.1530754566192627,0.0667240992188453
0.0,0.4092854261398315,0.3565673530101776,-1.4284505844116209,0.648919939994812,1.7827385663986204,-0.5697866082191468,0.6236539483070374,0.7728108763694764,0.9361815452575682,-0.3079752624034881,0.5829775929450989,0.7326954007148742,1.1152892112731931,1.474870562553405,0.6026787161827087,1.1010509729385378,1.3934313058853147,0.0046137399040162
1.0,0.8414416909217833,-1.9679688215255733,1.2093846797943115,0.6679769754409791,-0.5039715766906738,0.2064458429813385,0.8019623160362243,-0.8075096011161805,1.2038444280624383,-0.4885430335998534,0.8759366273880003,1.02664577960968,1.0400769710540771,1.7440865039825435,0.8866567015647887,1.4002909660339355,1.2778713703155518,0.222108006477356
1.0,1.5642428398132324,-1.3023271560668943,-0.6849288940429688,1.8674112558364868,-0.304155170917511,1.168538808822632,0.2139611393213272,0.0393032804131508,0.3094183802604675,0.2766091227531433,1.6418915987014773,0.6128765940666199,0.3312422633171081,0.5874718427658081,1.6320463418960574,0.4712972939014435,0.4217780232429504,0.0507950000464916
0.0,0.896598994731903,0.6270815730094909,-0.4547373950481415,0.8961690664291382,0.5166556239128113,-1.598580837249756,0.6835724115371704,1.1597169637680051,0.9882647395133968,-0.3160799443721771,0.7488057613372799,0.9666184782981874,1.1455148458480835,1.424146294593811,0.7428829669952391,1.0676904916763303,0.7471492886543276,0.357349008321762
1.0,1.7823336124420168,1.3096246719360354,-1.327070593833923,0.9007591605186462,-0.1002246215939521,-0.1351097673177719,2.465445041656494,0.5750748515129089,3.3872911930084237,-2.160938501358032,1.548226833343506,2.4573984146118164,1.4084963798522947,2.8870477676391606,1.72829008102417,2.8744356632232666,1.5916295051574707,0.4674809873104096
1.0,2.4431242942810054,-0.1672382652759552,-0.70075523853302,0.4318089485168457,-1.2375786304473877,0.196830078959465,1.0734782218933103,1.085103154182434,1.6114232540130615,-0.7619489431381224,1.526495575904846,1.8693673610687247,1.0867180824279783,1.773660659790039,1.2480480670928955,1.717116713523865,0.0161296911537647,0.675337016582489
0.0,0.8459420204162597,-1.4592330455780032,-0.3740353882312775,0.7306727170944215,-1.3172495365142822,1.4211866855621338,0.6116693615913391,0.0168699827045202,0.5884632468223572,0.7403302192687987,0.6709981560707092,0.6199048161506652,0.8198221325874328,0.3839975893497467,0.6494803428649902,0.4157433807849884,1.0898010730743408,0.039411399513483
